"cohortDefinitionId","ruleSequence","personCount","gainCount","personTotal","modeId"
2934,0,6478,117743,124221,0
2934,0,6478,117743,124221,1
2935,0,1010,116980,117990,0
2935,0,1010,116980,117990,1
2898,0,0,0,0,0
2898,0,0,0,0,1
2933,0,0,0,0,0
2933,0,0,0,0,1
2884,0,0,0,0,0
2884,0,0,0,0,1
2922,0,0,0,0,0
2922,0,0,0,0,1
