cohortDefinitionId,timeId,covariateId,mean,averageValue,sd,startDayTemporalCharacterization,endDayTemporalCharacterization
2899,2,4154790701,0.3363777822880725,0.3363777822880725,0.58000046528623,0,30
2899,1,4245152701,0.21487044178337053,0.21487044178337053,0.4635568775444346,-730,-1
2899,1,4146380701,0.2775860902509979,0.2775860902509979,0.5268822166075371,-730,-1
2899,1,2212542701,0.04668155063933428,0.04668155063933428,0.2160664454574663,-730,-1
2899,1,4208414701,0.19274744604559907,0.19274744604559907,0.4390449706607539,-730,-1
2899,1,4331302701,0.11129152290102158,0.11129152290102158,0.3336151259529306,-730,-1
2899,1,4235028701,0.021784723631689328,0.021784723631689328,0.14760148191857014,-730,-1
2899,1,4148615701,0.1512076314187132,0.1512076314187132,0.3888674083585565,-730,-1
2899,1,4188066701,0.15770245585549014,0.15770245585549014,0.39713111830208603,-730,-1
2899,1,4194332701,0.19031188688180772,0.19031188688180772,0.4362622632343592,-730,-1
2899,1,4149456701,0.23131046613896217,0.23131046613896217,0.48096373596630976,-730,-1
2899,1,4155368701,0.038901292199445235,0.038901292199445235,0.19724077682835656,-730,-1
2899,1,3014315701,0.003179757797172045,0.003179757797172045,0.05639124862818185,-730,-1
2899,1,4243005701,0.07753196671402476,0.07753196671402476,0.278455045015095,-730,-1
2899,1,4267147701,0.274744604559908,0.274744604559908,0.5241785881234675,-730,-1
2899,1,4008265701,0.232392936878425,0.232392936878425,0.48208781283918006,-730,-1
2899,1,4101713701,0.21703538326229618,0.21703538326229618,0.46588632375884814,-730,-1
2899,1,4119650701,0.09268655706650429,0.09268655706650429,0.30445496829888846,-730,-1
2899,1,4032789701,0.21825316284419188,0.21825316284419188,0.46719153313775147,-730,-1
2899,1,4290193701,0.2528922265070022,0.2528922265070022,0.5029009204447897,-730,-1
2899,2,4182871701,0.06068601583113456,0.06068601583113456,0.24635365129912637,0,30
2899,1,3005785701,0.007374331912590487,0.007374331912590487,0.08587683516960724,-730,-1
2899,1,3031141701,0.025573371219809217,0.025573371219809217,0.15992217285741725,-730,-1
2899,1,4097430701,0.21703538326229618,0.21703538326229618,0.46588632375884814,-730,-1
2899,1,3010043701,0.019484473310330833,0.019484473310330833,0.1395915166516051,-730,-1
2899,2,4216098701,0.039645490832825925,0.039645490832825925,0.19911848991382508,0,30
2899,1,4168615701,0.011230633921926796,0.011230633921926796,0.10597827005553864,-730,-1
2899,2,4152194701,0.3293417224815642,0.3293417224815642,0.5739024341342186,0,30
2899,1,3014502701,0.14511873350923482,0.14511873350923482,0.3809574141989601,-730,-1
2899,1,4016239701,0.2740680603477437,0.2740680603477437,0.5235328091569242,-730,-1
2899,1,4263457701,0.26290508084703335,0.26290508084703335,0.5127600486954038,-730,-1
2899,2,44806592701,0.013530884243285298,0.013530884243285298,0.11632626387633759,0,30
2899,1,4216722701,0.11961301671064205,0.11961301671064205,0.34586284718086957,-730,-1
2899,1,4230636701,0.12191326703200055,0.12191326703200055,0.34917261491062007,-730,-1
2899,1,4289475701,0.2643258236925783,0.2643258236925783,0.5141436632918788,-730,-1
2899,1,4151358701,0.3143224409715175,0.3143224409715175,0.5606636302403936,-730,-1
2899,1,4097664701,0.025776334483458497,0.025776334483458497,0.16055553047606008,-730,-1
2899,1,4141751701,0.010757052973411813,0.010757052973411813,0.10371972201854729,-730,-1
2899,1,4273104701,0.011501251606792504,0.011501251606792504,0.10724751613586782,-730,-1
2899,1,3030548701,0.025302753534943507,0.025302753534943507,0.1590737733823181,-730,-1
2899,1,3002888701,0.02327312089845071,0.02327312089845071,0.15256046482616326,-730,-1
2899,1,4184637701,0.07577295176239766,0.07577295176239766,0.2752781831849248,-730,-1
2899,2,4030871701,0.07780258439889047,0.07780258439889047,0.27894058164366675,0,30
2899,1,4172647701,0.18523780529057574,0.18523780529057574,0.4304071763424491,-730,-1
2899,1,4176561701,0.2352344225695149,0.2352344225695149,0.4850261201401673,-730,-1
2899,1,4299241701,0.009945199918814695,0.009945199918814695,0.0997289965634824,-730,-1
2899,2,3024731701,0.010080508761247548,0.010080508761247548,0.10040513309703522,0,30
2899,1,4042054701,0.016507678776808064,0.016507678776808064,0.12848655802947379,-730,-1
2899,1,3023560701,0.004262228536634869,0.004262228536634869,0.06528795367630699,-730,-1
2899,1,4290096701,0.010351126446113253,0.010351126446113253,0.10174392731550076,-730,-1
2899,2,4178785701,0.03423313713551181,0.03423313713551181,0.1850282496231079,0,30
2899,1,4261078701,0.02821189364724985,0.02821189364724985,0.16796964698000044,-730,-1
2899,1,4156653701,0.2568838373587714,0.2568838373587714,0.506854236133139,-730,-1
2899,1,3024731701,0.049523036330424194,0.049523036330424194,0.2225452465966955,-730,-1
2899,1,4020121701,0.19640078479128611,0.19640078479128611,0.44318627254542486,-730,-1
2899,1,4032173701,0.16534740545294632,0.16534740545294632,0.406643076832696,-730,-1
2899,1,4246879701,0.26161964684392125,0.26161964684392125,0.5115049819598118,-730,-1
2899,2,4298431701,0.08132061430214464,0.08132061430214464,0.2851773413180616,0,30
2899,1,3036277701,0.08111765103849536,0.08111765103849536,0.28482124044078383,-730,-1
2899,1,3028612701,0.011433597185576076,0.011433597185576076,0.10693161702217024,-730,-1
2899,1,3029750701,0.007441986333806914,0.007441986333806914,0.08626986621691857,-730,-1
2899,2,4007831701,0.013801501928151005,0.013801501928151005,0.11748376764802818,0,30
2899,1,4178785701,0.18625262160882214,0.18625262160882214,0.4315845484052193,-730,-1
2899,1,44790060701,0.04350179284216223,0.04350179284216223,0.20857788936217292,-730,-1
