"cohortDefinitionId","inclusionRuleMask","personCount","modeId"
2887,0,1,0
2887,0,1,1
2934,0,1,0
2934,0,1,1
2899,0,2835,0
2899,0,2835,1
2935,0,2835,0
2935,0,2835,1
