"cohortDefinitionId","baseCount","finalCount","modeId"
2897,0,0,0
2897,0,0,1
2895,0,0,0
2895,0,0,1
2891,0,0,0
2891,0,0,1
2887,1417,1417,0
2887,1417,1417,1
2934,1417,129,0
2934,1417,129,1
2885,7,7,0
2885,7,7,1
2932,0,0,0
2932,0,0,1
2880,0,0,0
2880,0,0,1
2920,0,0,0
2920,0,0,1
2899,12607,12607,0
2899,12607,12607,1
2935,12607,271,0
2935,12607,271,1
2898,108,82,0
2898,88,70,1
2933,1,0,0
2933,1,0,1
2884,0,0,0
2884,0,0,1
2922,0,0,0
2922,0,0,1
