cohortDefinitionId,timeId,countValue,covariateId,averageValue,sd,minValue,maxValue,p10Value,p25Value,medianValue,p75Value,p90Value,mean,startDayTemporalCharacterization,endDayTemporalCharacterization
2899,2,3723,3010910815702,4.774007520816551,0.47474731189653646,2.35,7.3,3.9,4.1,4.23,4.34,4.41,0.061069829240686976,0,30
2899,2,4092,3012888876702,79.32038123167156,11.72185364598504,35,270,60,64,70,71,75,0.06712268097042469,0,30
2899,1,6760,3012888876702,79.14866863905324,12.065104179795656,38,270,60,70,74,80,81,0.11088693141741712,-730,-1
2899,2,2817,3016662840702,1.02434149804757,3.1848094707331804,0.2,80,0.4,0.51,0.6,0.63,0.66,0.04620835588799764,0,30
2899,1,9624,3000637840702,140.9869669576059,107.86809839316554,1.06,3387,59.65,77.2,105,142,176,0.1578662467398258,-730,-1
2899,1,508,3021194840702,0.23377952755905526,0.30800222631398627,0.03,5.45,0.1,0.11,0.17,0.2,0.28,0.008332923248527796,-730,-1
2899,1,7314,3022174848702,7.052042657916319,2.3239607359744068,0.01,23.7,4.31,5.16,6.11,7.11,7.9,0.11997441070813444,-730,-1
2899,1,14515,3024731583702,87.71974509128471,5.746703023101152,53,132.2,80,83.8,86.9,89,90.7,0.23809523809523808,-730,-1
2899,1,6070,3003792645702,26.395635914332782,15.323122384177758,0.2,360,16,19,22,26,30,0.09956859078457425,-730,-1
2899,1,8224,3025315529702,71.26302285992219,28.292939253170072,3.7,189,20.3,54,68.5,80,88,0.13490149762970982,-730,-1
2899,1,3344,3005090645702,92.90072667464112,75.88040306094227,0.57,1986,46,56,68,82,96.5,0.05485294358873415,-730,-1
2899,2,561,3005090645702,87.88541889483065,60.34810269426396,1.09,481,29,38,44,48,50,0.0092023030362679,0,30
2899,1,10213,3008108554702,41.87694507000881,4.291361373838373,0.34,64,36.2,38.7,41,42.9,44,0.16752784475829602,-730,-1
2899,1,3058,3028193840702,0.651945716154348,1.0784722355120342,0.1,20.3,0.25,0.32,0.45,0.6,0.7,0.050161573413381885,-730,-1
