"cohortDefinitionId","ruleSequence","personCount","gainCount","personTotal","modeId"
2934,0,0,2440,2440,0
2934,0,0,2440,2440,1
2935,0,0,60963,60963,0
2935,0,0,60963,60963,1
2898,0,0,0,0,0
2898,0,0,0,0,1
2933,0,0,0,0,0
2933,0,0,0,0,1
2884,0,0,0,0,0
2884,0,0,0,0,1
2922,0,0,0,0,0
2922,0,0,0,0,1
