"cohortDefinitionId","inclusionRuleMask","personCount","modeId"
2887,0,2089,0
2887,0,2089,1
2934,0,1756,0
2934,1,333,0
2934,0,1756,1
2934,1,333,1
2885,0,2089,0
2885,0,2089,1
2932,0,1704,0
2932,0,1704,1
2880,0,121,0
2880,0,121,1
